SUBURB,POSTCODE,PSTATE,CREATED,CREATED_BY,UPDATED,UPDATED_BY
WYEE,2259,NSW,,,,
WYONG,2259,NSW,,,,
WYONGAH,2259,NSW,,,,
YARRAMALONG,2259,NSW,,,,
ERINA HEIGHTS,2260,NSW,,,,
FORRESTERS BEACH,2260,NSW,,,,
NORTH AVOCA,2260,NSW,,,,
TERRIGAL,2260,NSW,,,,
WAMBERAL,2260,NSW,,,,
BATEAU BAY,2261,NSW,,,,
BAY VILLAGE,2261,NSW,,,,
BERKELEY VALE,2261,NSW,,,,
BLUE BAY,2261,NSW,,,,
CHITTAWAY BAY,2261,NSW,,,,
CHITTAWAY POINT,2261,NSW,,,,
GLENNING VALLEY,2261,NSW,,,,
KILLARNEY VALE,2261,NSW,,,,
LONG JETTY,2261,NSW,,,,
LONG JETTY DC,2261,NSW,,,,
SHELLY BEACH,2261,NSW,,,,
THE ENTRANCE,2261,NSW,,,,
TOOWOON BAY,2261,NSW,,,,
TUMBI UMBI,2261,NSW,,,,
BLUE HAVEN,2262,NSW,,,,
BUDGEWOI,2262,NSW,,,,
BUFF POINT,2262,NSW,,,,
DOYALSON,2262,NSW,,,,
HALEKULANI,2262,NSW,,,,
SAN REMO,2262,NSW,,,,
CHARMHAVEN,2263,NSW,,,,
GOROKAN,2263,NSW,,,,
LAKE HAVEN,2263,NSW,,,,
NORAH HEAD,2263,NSW,,,,
NORAVILLE,2263,NSW,,,,
TOUKLEY,2263,NSW,,,,
BONNELLS BAY,2264,NSW,,,,
BRIGHTWATERS,2264,NSW,,,,
DORA CREEK,2264,NSW,,,,
ERARING,2264,NSW,,,,
MANDALONG,2264,NSW,,,,
MIRRABOOKA,2264,NSW,,,,
MORISSET,2264,NSW,,,,
SILVERWATER,2264,NSW,,,,
SUNSHINE,2264,NSW,,,,
YARRAWONGA PARK,2264,NSW,,,,
COORANBONG,2265,NSW,,,,
MARTINSVILLE,2265,NSW,,,,
WANGI WANGI,2267,NSW,,,,
BARNSLEY,2278,NSW,,,,
KILLINGWORTH,2278,NSW,,,,
WAKEFIELD,2278,NSW,,,,
BELMONT,2280,NSW,,,,
CROUDACE BAY,2280,NSW,,,,
FLORAVILLE,2280,NSW,,,,
JEWELLS,2280,NSW,,,,
MARKS POINT,2280,NSW,,,,
VALENTINE,2280,NSW,,,,
BLACKSMITHS,2281,NSW,,,,
CAMS WHARF,2281,NSW,,,,
CATHERINE HILL BAY,2281,NSW,,,,
CAVES BEACH,2281,NSW,,,,
MIDDLE CAMP,2281,NSW,,,,
NORDS WHARF,2281,NSW,,,,
SWANSEA,2281,NSW,,,,
ELEEBANA,2282,NSW,,,,
LAKELANDS,2282,NSW,,,,
WARNERS BAY,2282,NSW,,,,
ARCADIA VALE,2283,NSW,,,,
AWABA,2283,NSW,,,,
BALMORAL,2283,NSW,,,,
BLACKALLS PARK,2283,NSW,,,,
BOLTON POINT,2283,NSW,,,,
BUTTABA,2283,NSW,,,,
CAREY BAY,2283,NSW,,,,
COAL POINT,2283,NSW,,,,
FASSIFERN,2283,NSW,,,,
FENNELL BAY,2283,NSW,,,,
FISHING POINT,2283,NSW,,,,
KILABEN BAY,2283,NSW,,,,
RATHMINES,2283,NSW,,,,
TORONTO,2283,NSW,,,,
ARGENTON,2284,NSW,,,,
BOOLAROO,2284,NSW,,,,
BOORAGUL,2284,NSW,,,,
MARMONG POINT,2284,NSW,,,,
SPEERS POINT,2284,NSW,,,,
TERALBA,2284,NSW,,,,
WOODRISING,2284,NSW,,,,
CARDIFF,2285,NSW,,,,
EDGEWORTH,2285,NSW,,,,
EDGEWORTH DC,2285,NSW,,,,
GLENDALE,2285,NSW,,,,
HOLMESVILLE,2286,NSW,,,,
WEST WALLSEND,2286,NSW,,,,
BIRMINGHAM GARDENS,2287,NSW,,,,
ELERMORE VALE,2287,NSW,,,,
FLETCHER,2287,NSW,,,,
MARYLAND,2287,NSW,,,,
MINMI,2287,NSW,,,,
RANKIN PARK,2287,NSW,,,,
SUMMER HILL,2287,NSW,,,,
WALLSEND,2287,NSW,,,,
WALLSEND DC,2287,NSW,,,,
WALLSEND SOUTH,2287,NSW,,,,
ADAMSTOWN,2289,NSW,,,,
ADAMSTOWN HEIGHTS,2289,NSW,,,,
GARDEN SUBURB,2289,NSW,,,,
HIGHFIELDS,2289,NSW,,,,
KOTARA,2289,NSW,,,,
KOTARA FAIR,2289,NSW,,,,
BENNETTS GREEN,2290,NSW,,,,
CHARLESTOWN,2290,NSW,,,,
DUDLEY,2290,NSW,,,,
GATESHEAD,2290,NSW,,,,
HILLSBOROUGH,2290,NSW,,,,
KAHIBAH,2290,NSW,,,,
MOUNT HUTTON,2290,NSW,,,,
REDHEAD,2290,NSW,,,,
TINGIRA HEIGHTS,2290,NSW,,,,
WHITEBRIDGE,2290,NSW,,,,
MEREWETHER,2291,NSW,,,,
MEREWETHER HEIGHTS,2291,NSW,,,,
THE JUNCTION,2291,NSW,,,,
BROADMEADOW,2292,NSW,,,,
MARYVILLE,2293,NSW,,,,
WICKHAM,2293,NSW,,,,
CARRINGTON,2294,NSW,,,,
FERN BAY,2295,NSW,,,,
STOCKTON,2295,NSW,,,,
STOCKTON DC,2295,NSW,,,,
ISLINGTON,2296,NSW,,,,
TIGHES HILL,2297,NSW,,,,
GEORGETOWN,2298,NSW,,,,
WARATAH,2298,NSW,,,,
WARATAH WEST,2298,NSW,,,,
JESMOND,2299,NSW,,,,
LAMBTON,2299,NSW,,,,
NORTH LAMBTON,2299,NSW,,,,
BAR BEACH,2300,NSW,,,,
COOKS HILL,2300,NSW,,,,
NEWCASTLE,2300,NSW,,,,
NEWCASTLE EAST,2300,NSW,,,,
THE HILL,2300,NSW,,,,
NEWCASTLE WEST,2302,NSW,,,,
HAMILTON,2303,NSW,,,,
HAMILTON EAST,2303,NSW,,,,
HAMILTON SOUTH,2303,NSW,,,,
KOORAGANG,2304,NSW,,,,
MAYFIELD,2304,NSW,,,,
MAYFIELD EAST,2304,NSW,,,,
MAYFIELD NORTH,2304,NSW,,,,
MAYFIELD WEST,2304,NSW,,,,
SANDGATE,2304,NSW,,,,
WARABROOK,2304,NSW,,,,
KOTARA EAST,2305,NSW,,,,
NEW LAMBTON,2305,NSW,,,,
NEW LAMBTON HEIGHTS,2305,NSW,,,,
WINDALE,2306,NSW,,,,
SHORTLAND,2307,NSW,,,,
CALLAGHAN,2308,NSW,,,,
NEWCASTLE UNIVERSITY,2308,NSW,,,,
DANGAR,2309,NSW,,,,
HUNTER REGION MC,2310,NSW,,,,
ALLYNBROOK,2311,NSW,,,,
EAST GRESFORD,2311,NSW,,,,
GRESFORD,2311,NSW,,,,
HALTON,2311,NSW,,,,
LOSTOCK,2311,NSW,,,,
NABIAC,2312,NSW,,,,
WILLIAMTOWN RAAF,2314,NSW,,,,
CORLETTE,2315,NSW,,,,
FINGAL BAY,2315,NSW,,,,
NELSON BAY,2315,NSW,,,,
SHOAL BAY,2315,NSW,,,,
ANNA BAY,2316,NSW,,,,
BOAT HARBOUR,2316,NSW,,,,
BOBS FARM,2316,NSW,,,,
SALAMANDER BAY,2317,NSW,,,,
SOLDIERS POINT,2317,NSW,,,,
CAMPVALE,2318,NSW,,,,
FULLERTON COVE,2318,NSW,,,,
MEDOWIE,2318,NSW,,,,
OYSTER COVE,2318,NSW,,,,
SALT ASH,2318,NSW,,,,
WILLIAMTOWN,2318,NSW,,,,
LEMON TREE PASSAGE,2319,NSW,,,,
MALLABULA,2319,NSW,,,,
TANILBA BAY,2319,NSW,,,,
BOLWARRA,2320,NSW,,,,
FARLEY,2320,NSW,,,,
HILLSBOROUGH,2320,NSW,,,,
LARGS,2320,NSW,,,,
LORN,2320,NSW,,,,
MAITLAND,2320,NSW,,,,
MAITLAND DC,2320,NSW,,,,
MAITLAND NORTH,2320,NSW,,,,
POKOLBIN,2320,NSW,,,,
ROTHBURY,2320,NSW,,,,
RUTHERFORD,2320,NSW,,,,
TELARAH,2320,NSW,,,,
CLARENCE TOWN,2321,NSW,,,,
GILLIESTON HEIGHTS,2321,NSW,,,,
GLEN WILLIAM,2321,NSW,,,,
HEDDON GRETA,2321,NSW,,,,
HINTON,2321,NSW,,,,
LOCHINVAR,2321,NSW,,,,
MORPETH,2321,NSW,,,,
RAWORTH,2321,NSW,,,,
WOODVILLE,2321,NSW,,,,
BERESFIELD,2322,NSW,,,,
BLACK HILL,2322,NSW,,,,
HEXHAM,2322,NSW,,,,
LENAGHAN,2322,NSW,,,,
TARRO,2322,NSW,,,,
THORNTON,2322,NSW,,,,
TOMAGO,2322,NSW,,,,
WOODBERRY,2322,NSW,,,,
ASHTONFIELD,2323,NSW,,,,
BRUNKERVILLE,2323,NSW,,,,
EAST MAITLAND,2323,NSW,,,,
FREEMANS WATERHOLE,2323,NSW,,,,
GREENHILLS,2323,NSW,,,,
METFORD,2323,NSW,,,,
METFORD DC,2323,NSW,,,,
MOUNT VINCENT,2323,NSW,,,,
MULBRING,2323,NSW,,,,
TENAMBIT,2323,NSW,,,,
CARRINGTON,2324,NSW,,,,
HAWKS NEST,2324,NSW,,,,
HEATHERBRAE,2324,NSW,,,,
KARUAH,2324,NSW,,,,
LIMEBURNERS CREEK,2324,NSW,,,,
MILLERS FOREST,2324,NSW,,,,
NORTH ARM COVE,2324,NSW,,,,
OSTERLEY,2324,NSW,,,,
RAYMOND TERRACE,2324,NSW,,,,
RAYMOND TERRACE EAST,2324,NSW,,,,
SEAHAM,2324,NSW,,,,
SWAN BAY,2324,NSW,,,,
TEA GARDENS,2324,NSW,,,,
ABERDARE,2325,NSW,,,,
ABERNETHY,2325,NSW,,,,
BELLBIRD,2325,NSW,,,,
CESSNOCK,2325,NSW,,,,
CESSNOCK DC,2325,NSW,,,,
CESSNOCK WEST,2325,NSW,,,,
CONGEWAI,2325,NSW,,,,
ELLALONG,2325,NSW,,,,
ELRINGTON,2325,NSW,,,,
KEARSLEY,2325,NSW,,,,
KITCHENER,2325,NSW,,,,
LAGUNA,2325,NSW,,,,
MILLFIELD,2325,NSW,,,,
MOUNT VIEW,2325,NSW,,,,
NULKABA,2325,NSW,,,,
PAXTON,2325,NSW,,,,
PAYNES CROSSING,2325,NSW,,,,
PELTON,2325,NSW,,,,
QUORROBOLONG,2325,NSW,,,,
WOLLOMBI,2325,NSW,,,,
ABERMAIN,2326,NSW,,,,
BISHOPS BRIDGE,2326,NSW,,,,
LOXFORD,2326,NSW,,,,
WESTON,2326,NSW,,,,
KURRI KURRI,2327,NSW,,,,
PELAW MAIN,2327,NSW,,,,
STANFORD MERTHYR,2327,NSW,,,,
DENMAN,2328,NSW,,,,
KERRABEE,2328,NSW,,,,
BORAMBIL,2329,NSW,,,,
BOW,2329,NSW,,,,
CASSILIS,2329,NSW,,,,
MERRIWA,2329,NSW,,,,
UARBRY,2329,NSW,,,,
BROKE,2330,NSW,,,,
BULGA,2330,NSW,,,,
CAMBERWELL,2330,NSW,,,,
CARROWBROOK,2330,NSW,,,,
DURAL,2330,NSW,,,,
GLENNIES CREEK,2330,NSW,,,,
GREENLANDS,2330,NSW,,,,
HEBDEN,2330,NSW,,,,
HOWES VALLEY,2330,NSW,,,,
JERRYS PLAINS,2330,NSW,,,,
MIRANNIE,2330,NSW,,,,
MITCHELLS FLAT,2330,NSW,,,,
MOUNT OLIVE,2330,NSW,,,,
PUTTY,2330,NSW,,,,
RAVENSWORTH,2330,NSW,,,,
REEDY CREEK,2330,NSW,,,,
SINGLETON,2330,NSW,,,,
SINGLETON DC,2330,NSW,,,,
ST CLAIR,2330,NSW,,,,
WARKWORTH,2330,NSW,,,,
SINGLETON MILPO,2331,NSW,,,,
BAERAMI CREEK,2333,NSW,,,,
EDDERTON,2333,NSW,,,,
GUNGAL,2333,NSW,,,,
HOLLYDEEN,2333,NSW,,,,
LIDDELL,2333,NSW,,,,
MCCULLYS GAP,2333,NSW,,,,
MUSCLE CREEK,2333,NSW,,,,
MUSWELLBROOK,2333,NSW,,,,
SANDY HOLLOW,2333,NSW,,,,
WYBONG,2333,NSW,,,,
GRETA,2334,NSW,,,,
BELFORD,2335,NSW,,,,
BRANXTON,2335,NSW,,,,
DALWOOD,2335,NSW,,,,
ELDERSLIE,2335,NSW,,,,
NORTH ROTHBURY,2335,NSW,,,,
STANHOPE,2335,NSW,,,,
ABERDEEN,2336,NSW,,,,
DANGARFIELD,2336,NSW,,,,
DARTBROOK,2336,NSW,,,,
DAVIS CREEK,2336,NSW,,,,
ROUCHEL,2336,NSW,,,,
UPPER ROUCHEL,2336,NSW,,,,
BUNNAN,2337,NSW,,,,
ELLERSTON,2337,NSW,,,,
GUNDY,2337,NSW,,,,
KARS SPRINGS,2337,NSW,,,,
MOONAN BROOK,2337,NSW,,,,
MOONAN FLAT,2337,NSW,,,,
OWENS GAP,2337,NSW,,,,
PARKVILLE,2337,NSW,,,,
SATUR,2337,NSW,,,,
SCONE,2337,NSW,,,,
STEWARTS BROOK,2337,NSW,,,,
WINGEN,2337,NSW,,,,
WOOLOOMA,2337,NSW,,,,
ARDGLEN,2338,NSW,,,,
BLANDFORD,2338,NSW,,,,
MURRURUNDI,2338,NSW,,,,
WARRAH CREEK,2339,NSW,,,,
WILLOW TREE,2339,NSW,,,,
BOWLING ALLEY POINT,2340,NSW,,,,
CALALA,2340,NSW,,,,
CARROLL,2340,NSW,,,,
DUNGOWAN,2340,NSW,,,,
GOWRIE,2340,NSW,,,,
KINGSWOOD,2340,NSW,,,,
NEMINGHA,2340,NSW,,,,
NUNDLE,2340,NSW,,,,
OXLEY VALE,2340,NSW,,,,
SOMERTON,2340,NSW,,,,
TAMWORTH,2340,NSW,,,,
TAMWORTH DC,2340,NSW,,,,
TAMWORTH SOUTH,2340,NSW,,,,
WEST TAMWORTH,2340,NSW,,,,
WESTDALE,2340,NSW,,,,
WOOLOMIN,2340,NSW,,,,
WERRIS CREEK,2341,NSW,,,,
CURRABUBULA,2342,NSW,,,,
BLACKVILLE,2343,NSW,,,,
CAROONA,2343,NSW,,,,
COLLY BLUE,2343,NSW,,,,
PINE RIDGE,2343,NSW,,,,
QUIRINDI,2343,NSW,,,,
SPRING RIDGE,2343,NSW,,,,
WALLABADAH,2343,NSW,,,,
DURI,2344,NSW,,,,
ATTUNGA,2345,NSW,,,,
GARTHOWEN,2345,NSW,,,,
MANILLA,2346,NSW,,,,
BARRABA,2347,NSW,,,,
COBBADAH,2347,NSW,,,,
UPPER HORTON,2347,NSW,,,,
NEW ENGLAND MC,2348,NSW,,,,
ACACIA PARK,2350,NSW,,,,
ARMIDALE,2350,NSW,,,,
EAST ARMIDALE,2350,NSW,,,,
ENMORE,2350,NSW,,,,
EXMOUTH,2350,NSW,,,,
HILLGROVE,2350,NSW,,,,
INVERGOWRIE,2350,NSW,,,,
JEOGLA,2350,NSW,,,,
METZ,2350,NSW,,,,
NORTH HILL,2350,NSW,,,,
SOUTH HILL,2350,NSW,,,,
ST PATRICKS,2350,NSW,,,,
WEST ARMIDALE,2350,NSW,,,,
WOLLOMOMBI,2350,NSW,,,,
UNIVERSITY OF NEW ENGLAND,2351,NSW,,,,
KOOTINGAL,2352,NSW,,,,
LIMBRI,2352,NSW,,,,
MOONBI,2353,NSW,,,,
KENTUCKY,2354,NSW,,,,
NIANGALA,2354,NSW,,,,
NOWENDOC,2354,NSW,,,,
WALCHA,2354,NSW,,,,
WOLLUN,2354,NSW,,,,
WOOLBROOK,2354,NSW,,,,
BENDEMEER,2355,NSW,,,,
WATSONS CREEK,2355,NSW,,,,
GWABEGAR,2356,NSW,,,,
BUGALDIE,2357,NSW,,,,
COONABARABRAN,2357,NSW,,,,
PURLEWAUGH,2357,NSW,,,,
ROCKY GLEN,2357,NSW,,,,
ULAMAMBRI,2357,NSW,,,,
ENMORE,2358,NSW,,,,
KINGSTOWN,2358,NSW,,,,
URALLA,2358,NSW,,,,
BUNDARRA,2359,NSW,,,,
BUKKULLA,2360,NSW,,,,
ELSMORE,2360,NSW,,,,
GILGAI,2360,NSW,,,,
GRAMAN,2360,NSW,,,,
GUM FLAT,2360,NSW,,,,
INVERELL,2360,NSW,,,,
LITTLE PLAIN,2360,NSW,,,,
MOUNT RUSSELL,2360,NSW,,,,
NULLAMANNA,2360,NSW,,,,
WALLANGRA,2360,NSW,,,,
ASHFORD,2361,NSW,,,,
BONSHAW,2361,NSW,,,,
BEN LOMOND,2365,NSW,,,,
BLACK MOUNTAIN,2365,NSW,,,,
GLENCOE,2365,NSW,,,,
GUYRA,2365,NSW,,,,
LLANGOTHLIN,2365,NSW,,,,
WANDSWORTH,2365,NSW,,,,
STANNIFER,2369,NSW,,,,
TINGHA,2369,NSW,,,,
DUNDEE,2370,NSW,,,,
FURRACABAD,2370,NSW,,,,
GLEN INNES,2370,NSW,,,,
MATHESON,2370,NSW,,,,
NEWTON BOYD,2370,NSW,,,,
RED RANGE,2370,NSW,,,,
SWAN VALE,2370,NSW,,,,
DEEPWATER,2371,NSW,,,,
EMMAVILLE,2371,NSW,,,,
STANNUM,2371,NSW,,,,
TORRINGTON,2371,NSW,,,,
BLACK SWAMP,2372,NSW,,,,
BOLIVIA,2372,NSW,,,,
BOONOO BOONOO,2372,NSW,,,,
BUNGULLA,2372,NSW,,,,
LISTON,2372,NSW,,,,
SANDY FLAT,2372,NSW,,,,
TENTERFIELD,2372,NSW,,,,
WYLIE CREEK,2372,NSW,,,,
MULLALEY,2379,NSW,,,,
BURBURGATE,2380,NSW,,,,
COOCOOBOONAH,2380,NSW,,,,
GUNNEDAH,2380,NSW,,,,
KELVIN,2380,NSW,,,,
ORANGE GROVE,2380,NSW,,,,
BREEZA,2381,NSW,,,,
CURLEWIS,2381,NSW,,,,
PREMER,2381,NSW,,,,
PULLAMING,2381,NSW,,,,
TAMBAR SPRINGS,2381,NSW,,,,
BOGGABRI,2382,NSW,,,,
BURREN JUNCTION,2386,NSW,,,,
ROWENA,2387,NSW,,,,
CUTTABRI,2388,NSW,,,,
PILLIGA,2388,NSW,,,,
WEE WAA,2388,NSW,,,,
BAAN BAA,2390,NSW,,,,
EDGEROI,2390,NSW,,,,
NARRABRI,2390,NSW,,,,
TURRAWAN,2390,NSW,,,,
BINNAWAY,2395,NSW,,,,
WEETALIBA,2395,NSW,,,,
BARADINE,2396,NSW,,,,
KENEBRI,2396,NSW,,,,
BELLATA,2397,NSW,,,,
GURLEY,2398,NSW,,,,
PALLAMALLAWA,2399,NSW,,,,
ASHLEY,2400,NSW,,,,
CROOBLE,2400,NSW,,,,
MOREE,2400,NSW,,,,
TERRY HIE HIE,2400,NSW,,,,
GRAVESEND,2401,NSW,,,,
COOLATAI,2402,NSW,,,,
WARIALDA,2402,NSW,,,,
DELUNGRA,2403,NSW,,,,
KOLOONA,2403,NSW,,,,
BINGARA,2404,NSW,,,,
DINOGA,2404,NSW,,,,
BOOMI,2405,NSW,,,,
GARAH,2405,NSW,,,,
MUNGINDI,2406,NSW,,,,
NORTH STAR,2408,NSW,,,,
BOGGABILLA,2409,NSW,,,,
YETMAN,2410,NSW,,,,
CROPPA CREEK,2411,NSW,,,,
MONKERAI,2415,NSW,,,,
STROUD ROAD,2415,NSW,,,,
BANDON GROVE,2420,NSW,,,,
DUNGOG,2420,NSW,,,,
HILLDALE,2420,NSW,,,,
MARSHDALE,2420,NSW,,,,
SALISBURY,2420,NSW,,,,
WALLAROBBA,2420,NSW,,,,
PATERSON,2421,NSW,,,,
TREVALLYN,2421,NSW,,,,
VACY,2421,NSW,,,,
BARRINGTON,2422,NSW,,,,
BELBORA,2422,NSW,,,,
BRETTI,2422,NSW,,,,
BUNDOOK,2422,NSW,,,,
COPELAND,2422,NSW,,,,
CRAVEN,2422,NSW,,,,
GLOUCESTER,2422,NSW,,,,
RAWDON VALE,2422,NSW,,,,
STRATFORD,2422,NSW,,,,
UPPER BOWMAN,2422,NSW,,,,
WARDS RIVER,2422,NSW,,,,
BOOLAMBAYTE,2423,NSW,,,,
BULAHDELAH,2423,NSW,,,,
BUNGWAHL,2423,NSW,,,,
COOLONGOLOOK,2423,NSW,,,,
MARKWELL,2423,NSW,,,,
NERONG,2423,NSW,,,,
SEAL ROCKS,2423,NSW,,,,
UPPER MYALL,2423,NSW,,,,
WANG WAUK,2423,NSW,,,,
WILLINA,2423,NSW,,,,
WOOTTON,2423,NSW,,,,
CUNDLE FLAT,2424,NSW,,,,
KNORRIT FLAT,2424,NSW,,,,
MOUNT GEORGE,2424,NSW,,,,
NUMBER ONE,2424,NSW,,,,
ALLWORTH,2425,NSW,,,,
BOORAL,2425,NSW,,,,
GIRVAN,2425,NSW,,,,
STROUD,2425,NSW,,,,
WASHPOOL,2425,NSW,,,,
COOPERNOOK,2426,NSW,,,,
LANGLEY VALE,2426,NSW,,,,
CROWDY HEAD,2427,NSW,,,,
HARRINGTON,2427,NSW,,,,
FORSTER,2428,NSW,,,,
FORSTER DC,2428,NSW,,,,
FORSTER SHOPPING VILLAGE,2428,NSW,,,,
GREEN POINT,2428,NSW,,,,
SMITHS LAKE,2428,NSW,,,,
TARBUCK BAY,2428,NSW,,,,
TUNCURRY,2428,NSW,,,,
BOBIN,2429,NSW,,,,
BUNYAH,2429,NSW,,,,
BURRELL CREEK,2429,NSW,,,,
CAPARRA,2429,NSW,,,,
COMBOYNE,2429,NSW,,,,
DYERS CROSSING,2429,NSW,,,,
ELANDS,2429,NSW,,,,
FIREFLY,2429,NSW,,,,
KILLABAKH,2429,NSW,,,,
KIMBRIKI,2429,NSW,,,,
KRAMBACH,2429,NSW,,,,
MARLEE,2429,NSW,,,,
MOORAL CREEK,2429,NSW,,,,
WARRIWILLAH,2429,NSW,,,,
WHERROL FLAT,2429,NSW,,,,
WINGHAM,2429,NSW,,,,
BOHNOCK,2430,NSW,,,,
CHATHAM,2430,NSW,,,,
CUNDLETOWN,2430,NSW,,,,
DIAMOND BEACH,2430,NSW,,,,
FAILFORD,2430,NSW,,,,
GHINNI GHINNI,2430,NSW,,,,
HALLIDAYS POINT,2430,NSW,,,,
KOLODONG,2430,NSW,,,,
KOORAINGHAT,2430,NSW,,,,
OLD BAR,2430,NSW,,,,
PURFLEET,2430,NSW,,,,
TAREE,2430,NSW,,,,
TAREE DC,2430,NSW,,,,
TINONEE,2430,NSW,,,,
UPPER LANSDOWNE,2430,NSW,,,,
JERSEYVILLE,2431,NSW,,,,
SOUTH WEST ROCKS,2431,NSW,,,,
KENDALL,2439,NSW,,,,
KEW,2439,NSW,,,,
LORNE,2439,NSW,,,,
BELLBROOK,2440,NSW,,,,
BELLIMBOPINNI,2440,NSW,,,,
CARRAI,2440,NSW,,,,
CLYBUCCA,2440,NSW,,,,
COLLOMBATTI,2440,NSW,,,,
COMARA,2440,NSW,,,,
CRESCENT HEAD,2440,NSW,,,,
FREDERICKTON,2440,NSW,,,,
GLADSTONE,2440,NSW,,,,
GREENHILLS,2440,NSW,,,,
HAT HEAD,2440,NSW,,,,
HICKEYS CREEK,2440,NSW,,,,
KEMPSEY,2440,NSW,,,,
LOWER CREEK,2440,NSW,,,,
MILLBANK,2440,NSW,,,,
SMITHTOWN,2440,NSW,,,,
SOUTH KEMPSEY,2440,NSW,,,,
TOOROOKA,2440,NSW,,,,
VERGES CREEK,2440,NSW,,,,
WILLAWARRIN,2440,NSW,,,,
BALLENGARRA,2441,NSW,,,,
CROSSMAGLEN,2441,NSW,,,,
EUNGAI CREEK,2441,NSW,,,,
EUNGAI RAIL,2441,NSW,,,,
GRASSY HEAD,2441,NSW,,,,
GUM SCRUB,2441,NSW,,,,
KUNDABUNG,2441,NSW,,,,
ROLLANDS PLAINS,2441,NSW,,,,
STUARTS POINT,2441,NSW,,,,
TELEGRAPH POINT,2441,NSW,,,,
MID NORTH COAST MSC,2442,NSW,,,,
CAMDEN HEAD,2443,NSW,,,,
DUNBOGAN,2443,NSW,,,,
HANNAM VALE,2443,NSW,,,,
HERONS CREEK,2443,NSW,,,,
JOHNS RIVER,2443,NSW,,,,
LAURIETON,2443,NSW,,,,
MOORLAND,2443,NSW,,,,
NORTH HAVEN,2443,NSW,,,,
WEST HAVEN,2443,NSW,,,,
BLACKMANS POINT,2444,NSW,,,,
FLYNNS BEACH,2444,NSW,,,,
PORT MACQUARIE,2444,NSW,,,,
PORT MACQUARIE BC,2444,NSW,,,,
PORT MACQUARIE DC,2444,NSW,,,,
BONNY HILLS,2445,NSW,,,,
LAKE CATHIE,2445,NSW,,,,
BAGNOO,2446,NSW,,,,
BEECHWOOD,2446,NSW,,,,
BELLANGRY,2446,NSW,,,,
BYABARRA,2446,NSW,,,,
ELLENBOROUGH,2446,NSW,,,,
HOLLISDALE,2446,NSW,,,,
HUNTINGDON,2446,NSW,,,,
LONG FLAT,2446,NSW,,,,
PAPPINBARRA,2446,NSW,,,,
PEMBROOKE,2446,NSW,,,,
TOMS CREEK,2446,NSW,,,,
WAUCHOPE,2446,NSW,,,,
MACKSVILLE,2447,NSW,,,,
SCOTTS HEAD,2447,NSW,,,,
TAYLORS ARM,2447,NSW,,,,
THUMB CREEK,2447,NSW,,,,
WARRELL CREEK,2447,NSW,,,,
NAMBUCCA HEADS,2448,NSW,,,,
VALLA BEACH,2448,NSW,,,,
ARGENTS HILL,2449,NSW,,,,
BOWRAVILLE,2449,NSW,,,,
MISSABOTTI,2449,NSW,,,,
BOAMBEE,2450,NSW,,,,
COFFS HARBOUR,2450,NSW,,,,
COFFS HARBOUR DC,2450,NSW,,,,
CORAMBA,2450,NSW,,,,
GLENREAGH,2450,NSW,,,,
KARANGI,2450,NSW,,,,
KORORA,2450,NSW,,,,
LOWANNA,2450,NSW,,,,
LOWER BUCCA,2450,NSW,,,,
MOONEE BEACH,2450,NSW,,,,
NANA GLEN,2450,NSW,,,,
TIMMSVALE,2450,NSW,,,,
ULONG,2450,NSW,,,,
UPPER ORARA,2450,NSW,,,,
SAWTELL,2452,NSW,,,,
TOORMINA,2452,NSW,,,,
BOSTOBRICK,2453,NSW,,,,
BRIGGSVALE,2453,NSW,,,,
CASCADE,2453,NSW,,,,
DORRIGO,2453,NSW,,,,
DUNDURRABIN,2453,NSW,,,,
EBOR,2453,NSW,,,,
HERNANI,2453,NSW,,,,
MEGAN,2453,NSW,,,,
TYRINGHAM,2453,NSW,,,,
BELLINGEN,2454,NSW,,,,
FERNMOUNT,2454,NSW,,,,
KALANG,2454,NSW,,,,
MYLESTOM,2454,NSW,,,,
RALEIGH,2454,NSW,,,,
REPTON,2454,NSW,,,,
SUNNY CORNER,2454,NSW,,,,
THORA,2454,NSW,,,,
URUNGA,2455,NSW,,,,
ARRAWARRA HEADLAND,2456,NSW,,,,
CORINDI BEACH,2456,NSW,,,,
EMERALD BEACH,2456,NSW,,,,
RED ROCK,2456,NSW,,,,
SAFETY BEACH,2456,NSW,,,,
SANDY BEACH,2456,NSW,,,,
WOOLGOOLGA,2456,NSW,,,,
WOOLGOOLGA DC,2456,NSW,,,,
BARYULGIL,2460,NSW,,,,
BRUSHGROVE,2460,NSW,,,,
CANGAI,2460,NSW,,,,
COALDALE,2460,NSW,,,,
COPMANHURST,2460,NSW,,,,
COUTTS CROSSING,2460,NSW,,,,
COWPER,2460,NSW,,,,
GRAFTON,2460,NSW,,,,
GRAFTON WEST,2460,NSW,,,,
HALFWAY CREEK,2460,NSW,,,,
JACKADGERY,2460,NSW,,,,
JUNCTION HILL,2460,NSW,,,,
KANGAROO CREEK,2460,NSW,,,,
LAWRENCE,2460,NSW,,,,
NYMBOIDA,2460,NSW,,,,
SEELANDS,2460,NSW,,,,
SOUTH ARM,2460,NSW,,,,
SOUTH GRAFTON,2460,NSW,,,,
WATERVIEW HEIGHTS,2460,NSW,,,,
WINEGROVE,2460,NSW,,,,
PILLAR VALLEY,2462,NSW,,,,
